-0.24	0.18
0.76	0.51
0.73	0.5
0.01	0.66
0.17	-0.05
1.02	0.48
-0.04	0.04
-0.13	0.39
1.49	0.34
0.31	0.2
0.98	0.52
0.36	0.48
0.92	0.48
1.0	0.5
-0.49	0.01
0.34	0.03
0.73	0.71
0.07	0.13
0.88	0.36
0.44	-0.13
0.01	0.22
0.25	0.28
0.58	0.38
0.13	0.28
0.4	0.06
-0.76	0.06
0.88	0.12
-0.26	-0.12
1.28	0.52
0.5	0.57
0.12	0.03
0.37	0.31
-0.11	0.34
0.23	0.25
-0.15	-0.03
0.17	0.19
1.17	0.39
-0.22	0.18
0.36	0.13
1.56	0.37
-0.41	0.01
0.8	0.53
-0.02	0.1
0.1	0.22
-0.15	-0.03
-0.26	0.24
0.34	0.11
-0.34	-0.12
-0.82	0.01
0.37	0.2
-0.2	-0.09
0.17	0.29
0.68	-0.21
-0.06	0.32
0.13	0.03
-0.45	-0.12
1.46	0.41
-0.46	0.2
-0.51	-0.19
-0.63	-0.47
0.29	0.14
0.46	0.03
0.53	0.04
-0.24	-0.21
0.01	0.32
0.49	0.05
-0.63	-0.07
-0.07	-0.12
0.49	0.05
-1.13	0.0
-0.11	-0.21
0.78	0.44
-0.06	-0.27
-0.29	-0.26
-0.23	-0.14
0.38	0.14
-0.06	-0.17
-0.27	0.07
0.51	-0.18
-0.52	0.12
-0.17	-0.31
-0.64	0.01
0.06	0.05
-0.33	-0.37
0.73	0.29
-0.62	-0.09
-1.04	-0.39
0.44	0.12
-0.19	-0.18
-0.41	-0.11
0.6	0.08
-0.83	-0.3
-0.41	-0.16
0.91	-0.28
-0.43	-0.04
0.29	-0.13
0.11	-0.11
-1.01	-0.22
-0.25	-0.15
0.18	-0.32
-0.27	-0.06
-0.34	-0.25
-0.12	-0.44
-0.62	-0.17
-0.33	-0.3
-0.72	-0.25
-0.49	-0.31
-0.69	-0.29
-0.34	-0.14
0.13	-0.23
0.62	-0.32
0.47	-0.19
-0.03	-0.15
0.1	-0.25
-1.1	-0.29
0.31	-0.48
-0.82	-0.15
-0.01	0.02
-0.61	-0.15
-0.16	-0.18
-0.22	-0.33
-0.83	-0.4
-0.9	-0.35
-0.75	-0.21
-0.53	-0.7
-0.33	-0.47
-0.88	-0.42
-0.35	-0.38
0.3	-0.2
-0.36	-0.39
-0.78	-0.5
-0.4	-0.22
-0.72	-0.51
-0.46	-0.41
-0.66	-0.42
-0.55	-0.25
-0.66	-0.29
-0.4	-0.44
-0.73	-0.36
0.13	-0.31
-1.68	-0.66
-0.62	-0.42
-0.59	-0.67
-1.09	-0.38
-0.81	-0.37
-0.85	-0.53
0.28	0.06
-0.49	-0.19
-0.23	-0.41
-0.42	-0.56
-0.18	-0.14
-0.39	-0.48
-0.99	-0.66
-0.68	-0.4
0.3	-0.27
-0.95	-0.44
-1.13	-0.42
-1.59	-0.73
-0.56	-0.54
-0.9	-0.51
-0.93	-0.56
0.21	-0.11
0.05	-0.21
0.63	0.32
0.08	-0.25
-0.54	-0.4
-0.28	-0.38
-0.07	-0.2
0.35	0.15
-1.03	-0.22
-0.1	-0.45
-0.41	-0.51
-1.51	-0.49
0.08	-0.42
-1.39	-0.22
-0.45	0.06
0.51	-0.25
0.22	-0.44
0.87	-0.06
-0.31	-1.14
0.36	0.26
-0.19	-0.06
0.33	0.59
0.48	-0.14
0.38	0.79
0.95	0.31
2.4	0.73
-0.05	0.37
-3.7	-0.38
-2.22	-0.55
-0.27	-0.45
0.15	-0.7
2.84	-0.17
0.5	-0.38
-2.23	-1.07
-3.0	-1.62
0.49	-1.81
-1.93	-1.31
-1.62	-0.8
-0.38	0.74
0.49	-0.11
1.49	0.75
2.22	0.69
2.59	0.96
-0.1	1.13
3.46	1.7
4.25	1.56
2.53	0.18
-0.5	0.27
-2.82	-0.92
-3.86	-1.72
-3.89	-0.97
1.44	-0.81
-1.66	-0.78
3.06	0.41
0.2	0.22
-0.93	-0.39
-1.59	-0.13
-3.94	-1.55
-1.33	-0.63
0.12	-0.38
0.16	0.11
1.72	0.1
3.22	0.07
-6.42	-0.78
1.23	-0.68
-2.44	-0.54
-0.14	-0.07
5.13	0.18
-3.65	-0.37
2.3	-0.45
1.03	0.05
-1.07	-0.18
-0.36	0.34
-1.24	-0.22
1.29	-0.12
0.13	-0.07
-0.21	-0.89
1.29	-0.19
0.7	0.35
-5.65	-0.4
-1.19	-0.47
-1.48	0.04
3.93	0.62
6.03	0.09
-5.75	-0.3
1.5	-0.04
-2.22	0.28
2.8	0.99
-2.54	1.83
3.16	2.34
-1.52	1.28
0.63	0.99
-2.04	1.25
-0.49	1.64
4.21	1.43
1.37	-1.74
-1.34	-2.15
-0.95	-1.95
-1.37	-0.59
-0.7	0.49
0.13	0.61
2.48	0.52
-2.28	-0.65
1.8	1.18
-1.55	2.63
3.98	1.64
-0.71	0.31
3.34	-1.01
1.17	0.48
-1.66	1.67
0.74	0.74
-1.69	-1.55
0.33	-1.09
-2.97	-0.38
0.17	-0.92
-0.64	-0.81
-2.7	-1.42
-0.02	-0.68
-0.1	-0.29
-1.79	-0.14
0.42	0.93
2.66	2.8
4.64	2.48
2.19	1.08
2.8	-0.29
2.1	1.06
-2.34	0.52
9.52	3.42
2.66	2.41
7.58	3.65
5.17	1.38
-3.67	-1.13
2.9	-0.67
-9.86	-1.4
1.67	0.21
-0.84	0.39
13.52	1.49
-8.34	-0.05
-9.54	1.54
7.96	5.59
27.21	7.74
0.5	5.49
-1.93	-0.65
-4.96	-3.49
-8.61	-4.04
-10.77	-3.89
1.64	-0.6
6.59	1.37
8.85	1.31
1.86	0.43
-4.64	-0.65
1.99	-1.04
0.78	-0.63
-2.71	-1.38
-4.6	-1.35
-2.12	-0.79
-2.69	-1.09
-3.6	-0.99
-0.74	-0.82
0.68	-0.55
-0.98	-0.36
-0.95	-0.46
-1.89	-0.12
2.18	-0.4
-2.01	0.01
-1.36	-0.34
-0.18	-0.04
-0.47	-0.08
0.17	-0.02
0.58	-0.16
0.83	-0.18
-1.22	0.03
-0.95	0.42
-0.34	0.36
-1.78	0.08
-0.4	-0.35
0.08	-0.36
2.56	-0.69
1.07	0.03
0.16	0.73
1.23	0.51
0.21	0.47
1.44	0.45
-0.18	-0.03
-0.81	0.02
0.35	0.0
-0.48	0.08
-0.97	0.03
0.57	0.47
0.47	0.06
0.4	0.17
1.16	0.15
1.5	0.3
1.81	0.08
3.03	-0.01
-2.71	-0.06
-0.59	0.24
0.1	0.18
-0.1	0.26
0.66	0.17
-0.33	0.03
-0.36	0.2
0.07	0.22
-0.4	0.36
-0.19	0.33
-0.48	0.33
-0.61	0.13
0.92	0.32
-0.51	0.07
0.62	0.73
0.38	0.08
0.14	0.3
-0.06	0.32
0.97	0.42
0.04	0.26
1.16	0.07
0.25	0.16
-0.26	0.19
0.57	0.45
-0.8	0.0
0.39	0.6
-0.25	0.18
0.54	0.42
0.3	0.15
0.24	0.21
0.06	0.08
0.7	0.25
0.49	0.35
-0.6	0.12
0.78	0.07
0.0	0.19
0.77	0.43
0.54	-0.03
0.86	0.63
0.1	0.0
1.03	0.08
-0.11	0.19
-0.12	0.22
0.19	0.22
0.7	0.03
-0.5	0.05
0.71	0.72
-0.21	-0.22
1.0	0.43
-0.43	0.2
0.52	0.31
-0.11	-0.04
0.37	0.14
-0.09	0.03
-0.29	-0.11
0.0	0.0
-0.62	0.36
0.63	0.21
-0.09	0.11
0.1	0.27
-0.3	-0.04
0.62	0.48
-0.94	-0.65
0.29	0.54
-0.3	0.02
0.04	-0.05
0.66	-0.02
0.41	-0.03
-0.56	0.15
0.17	0.0
0.68	0.05
-0.08	-0.03
-0.31	-0.03
-0.37	-0.23
-0.85	0.03
-0.1	-0.13
0.95	0.31
-0.02	0.1
-0.61	-0.36
1.46	-0.03
-0.54	0.16
-0.15	-0.1
-0.72	-0.25
-0.6	-0.01
0.18	-0.01
0.53	0.05
-0.05	-0.13
-0.11	0.07
-0.86	-0.12
0.3	0.0
0.46	0.02
-0.38	-0.28
-0.65	-0.15
0.4	-0.2
0.09	0.08
-0.37	-0.36
-0.08	-0.11
-0.32	-0.24
0.03	-0.09
-0.44	-0.06
0.27	-0.41
-0.58	-0.03
0.05	-0.01
-0.22	-0.15
0.01	-0.25
-0.57	-0.17
-0.47	-0.27
0.32	-0.4
-0.21	-0.17
0.84	0.01
-0.38	-0.24
0.25	-0.05
0.08	-0.23
-0.1	0.06
-0.45	-0.44
-0.28	-0.11
-0.26	-0.26
0.19	-0.2
-0.22	-0.23
-0.49	-0.01
-0.72	-0.59
-0.91	-0.41
-0.85	-0.12
0.86	-0.15
-0.98	-0.16
0.4	0.01
-0.82	-0.51
0.27	-0.32
-1.45	-0.34
-0.37	-0.2
-0.64	-0.47
-0.8	-0.57
0.12	-0.22
0.08	-0.19
-1.22	-0.44
-0.54	-0.5
-0.71	-0.45
-0.38	-0.49
-0.21	-0.18
-0.32	-0.46
-0.13	-0.31
-0.71	-0.48
-0.99	-0.57
0.12	-0.25
-0.95	-0.61
-0.22	-0.16
-1.0	-0.44
-0.48	-0.49
-0.96	-0.27
0.07	-0.22
-0.88	-0.55
-0.46	-0.22
0.08	-0.22
-1.22	-0.38
-1.38	-0.57
0.6	0.05
-0.83	-0.66
-1.49	-0.61
-0.11	0.04
-1.06	-0.82
0.27	-0.4
-1.35	-0.24
-0.22	-0.28
-0.04	-0.61
-0.07	-0.53
-1.23	-0.76
-0.05	-0.13
-0.65	-0.83
-2.31	-0.36
-1.36	-0.64
-0.99	-0.06
0.19	-0.45
0.35	-0.27
0.38	-0.05
-1.48	-0.73
0.26	-0.11
-0.72	-0.32
0.21	-0.35
-0.27	0.1
0.42	-0.19
-1.26	0.11
1.89	-0.13
0.54	0.05
1.39	0.78
0.93	-0.04
0.22	-0.15
-0.5	-0.34
-0.51	0.07
-0.79	-0.16
-0.74	-0.42
-1.17	-1.0
-1.92	-1.29
-2.01	-0.92
-0.76	-0.91
-0.77	-0.73
0.37	-0.08
0.28	-0.81
-0.94	-0.05
-0.49	-0.28
-0.39	-0.16
-0.02	-0.28
0.04	-0.38
0.55	-0.33
-0.53	-0.41
-0.64	-0.66
0.38	-0.06
-0.77	0.09
0.53	0.08
-3.0	-0.95
-1.69	0.16
3.19	0.2
-0.58	-0.03
-0.55	0.07
1.5	0.19
0.55	0.27
-0.5	-0.36
-2.18	-1.07
-2.13	-0.51
0.94	-0.92
0.04	-0.05
-1.43	-0.95
-0.06	0.07
-0.63	0.02
-0.66	0.02
-1.81	-0.49
1.99	-0.31
-0.03	-0.16
-0.25	-0.03
0.3	0.19
0.44	-0.16
-2.56	0.27
-0.28	0.02
1.37	-0.57
0.59	0.05
-0.29	-0.7
-1.01	-0.33
-0.97	0.06
-0.74	-0.56
1.44	0.01
0.15	0.07
-1.15	-0.21
-0.87	0.12
-0.71	-0.93
2.65	0.63
-0.16	0.09
1.23	1.21
-2.65	0.34
2.06	-0.36
2.64	-0.19
-2.37	-0.14
0.38	1.0
2.52	0.24
2.45	0.42
-4.48	0.43
-0.14	-0.5
4.88	0.23
0.98	0.29
-2.52	0.06
-3.15	-0.36
3.2	-0.31
-1.69	-0.67
0.83	0.02
1.1	-0.47
1.29	0.59
0.33	1.85
-0.42	0.52
2.22	1.0
2.4	0.03
-3.63	0.23
-1.5	0.23
4.54	1.56
-0.79	1.09
-3.42	1.86
2.28	1.78
9.27	3.01
2.51	3.93
6.32	3.4
1.42	1.06
0.6	-0.6
-6.18	-0.4
4.88	2.99
8.32	1.95
0.75	1.94
14.6	2.59
-2.32	0.82
-4.4	1.29
-2.14	3.06
34.76	4.1
-6.02	2.12
-4.35	-2.12
-4.32	-3.69
-10.93	-4.44
-18.26	-2.99
-5.36	-0.61
21.37	0.86
-6.76	1.37
-0.44	-0.69
-6.26	-1.76
-2.41	-1.81
0.85	-0.4
0.21	-0.13
1.84	-0.38
0.29	-1.3
-3.31	-0.79
1.34	-0.92
7.27	-0.86
0.39	-0.99
-2.79	-0.8
-7.33	-0.75
-3.81	-0.54
-4.61	-0.02
1.37	0.52
3.46	0.11
-2.93	-0.61
1.02	-0.06
-1.74	-0.03
-1.26	-0.12
0.58	-0.16
-0.36	-0.32
-0.89	-0.41
0.05	0.07
-1.39	0.26
0.6	0.77
1.55	0.67
-1.07	0.68
0.05	-0.08
-0.46	-1.1
-0.15	-1.07
0.08	-0.5
-0.82	-0.24
-0.39	0.05
0.69	-0.23
-0.3	0.14
-1.65	0.31
0.39	0.47
3.08	0.42
0.7	0.0
0.9	0.47
0.28	0.17
1.1	0.4
1.41	0.31
0.32	-0.1
1.53	-0.16
1.03	0.23
-1.35	-0.06
1.49	1.14
0.41	0.28
-0.11	0.86
-1.66	0.74
0.32	0.86
2.17	0.52
-1.31	-0.23
0.46	0.02
0.33	-0.04
0.5	0.43
0.81	0.47
1.03	0.5
-0.37	0.36
0.4	-0.06
-1.09	0.12
-0.37	0.05
0.49	0.22
1.92	0.67
0.17	0.76
0.34	0.78
1.25	0.52
0.91	0.41
1.73	0.56
0.58	0.41
0.81	0.3
2.21	0.55
0.91	0.03
0.6	0.25
-0.48	-0.04
-0.22	0.07
0.0	0.57
0.0	-0.01
0.36	0.4
0.75	0.5
-0.6	0.22
-0.75	0.05
0.82	0.44
-0.38	0.36
-0.38	0.43
-0.65	-0.11
-0.38	0.37
-0.02	0.33
0.16	0.2
0.44	0.17
0.82	0.65
0.23	0.33
0.07	0.4
0.39	0.35
-0.51	0.14
-0.01	0.08
0.29	0.09
0.18	0.07
0.93	0.47
-0.08	-0.02
0.54	0.4
0.74	0.11
0.25	0.29
0.83	0.22
-0.25	0.21
-0.17	0.22
0.86	0.13
-0.38	-0.01
0.53	0.17
0.51	0.31
0.05	-0.01
-0.15	0.1
-0.05	0.22
0.8	0.34
1.05	0.11
0.26	0.15
1.02	0.31
-0.6	0.0
0.56	0.11
-0.01	0.15
-0.17	0.24
0.61	-0.1
0.1	0.36
0.1	0.09
-0.18	-0.11
-0.47	0.06
0.51	0.15
0.22	-0.12
-0.89	-0.28
-0.23	0.19
1.02	0.36
-0.47	0.17
0.25	0.06
-0.02	0.13
0.68	0.26
-0.67	-0.45
0.7	0.43
0.83	0.06
-0.72	-0.07
-0.32	0.11
-0.51	-0.06
-0.44	-0.27
0.64	-0.08
-0.18	0.14
-1.23	-0.07
0.4	-0.01
-0.08	-0.11
1.08	-0.09
0.43	0.18
-0.51	-0.21
0.09	-0.04
-0.19	-0.06
0.18	0.03
-0.34	0.01
0.0	-0.25
-0.22	-0.08
0.15	-0.08
0.61	-0.08
-0.07	-0.12
-0.53	-0.28
-0.55	-0.28
0.0	-0.08
-0.85	-0.46
-0.82	-0.31
0.06	0.08
0.16	-0.22
-0.26	-0.02
-1.09	-0.01
0.33	-0.22
-0.33	-0.12
-0.27	-0.28
0.0	-0.39
-0.98	-0.33
0.42	-0.23
-0.59	-0.05
0.25	-0.27
-0.79	-0.09
-0.22	-0.09
-0.63	-0.45
-0.11	-0.25
0.5	-0.3
-0.81	0.1
-0.26	-0.24
-0.13	-0.28
0.16	-0.04
-1.06	-0.22
-0.48	-0.26
-0.1	-0.38
-0.25	-0.47
-0.03	-0.35
-0.62	-0.41
-1.08	-0.29
-0.28	-0.34
-0.72	-0.5
-1.62	-0.55
0.05	0.41
-1.7	-0.71
0.65	-0.45
-1.02	-0.43
-0.46	-0.12
-0.72	-0.35
-0.38	-0.02
-0.73	-0.39
0.04	-0.38
-0.33	-0.27
-0.59	-0.5
-0.77	-0.43
-0.09	-0.36
-0.27	-0.36
0.03	-0.33
-0.27	-0.26
-0.09	-0.57
-0.31	-0.16
0.33	-0.3
-0.21	-0.39
-0.77	-0.5
0.27	-0.17
-0.79	-0.32
0.2	-0.35
-1.12	-0.4
-0.83	-0.31
-0.85	-0.4
-0.71	-0.54
-0.55	-0.65
-0.21	-0.42
-0.64	-0.4
-0.01	-0.28
-0.19	-0.37
-0.3	-0.35
-0.31	-0.28
-0.65	-0.54
-0.3	-0.42
-0.69	-0.26
-1.06	-0.25
-0.49	-0.29
-0.77	-0.43
0.82	-0.27
-0.63	-0.24
-0.6	-0.44
-0.76	-0.35
-0.55	-0.05
-1.68	-0.68
-1.04	0.02
-1.36	-0.93
-0.34	-0.64
-0.65	-0.94
-0.72	-1.16
-0.14	-0.46
-0.56	-0.55
0.53	-0.02
-0.55	0.12
-1.44	0.18
0.01	0.66
1.22	0.28
-0.99	0.12
-1.12	-0.88
-0.48	-0.64
0.31	-0.05
1.04	0.05
-1.05	0.21
0.62	0.0
-0.09	-0.57
-0.84	-1.11
-0.93	-0.82
0.34	-0.53
0.87	0.2
0.73	0.63
0.15	1.26
2.68	1.39
2.59	0.62
-0.57	-0.35
-1.18	-0.98
0.38	-0.35
0.66	-0.14
-0.41	-0.37
0.08	-0.51
-1.38	-1.06
-3.86	-1.26
-0.27	-1.4
-2.37	-0.59
-1.35	-1.04
-0.41	-0.47
-0.04	0.1
1.0	0.31
2.53	0.48
1.07	0.7
1.41	0.85
4.57	1.19
2.54	0.81
2.84	1.33
0.31	1.46
1.42	0.53
-0.53	0.16
-1.97	-0.85
-4.73	-1.07
-1.55	-1.39
-0.9	-0.72
-2.36	-0.52
-0.92	-0.43
-0.61	-0.49
-0.89	-0.93
1.18	-0.82
1.01	-0.92
-2.78	-0.28
0.39	0.29
-0.79	0.67
1.41	1.41
0.49	2.13
7.06	2.46
2.7	0.53
-5.16	-2.99
-3.43	-1.45
-3.33	-1.76
0.32	-0.98
0.54	0.44
-2.01	0.74
-0.37	-0.07
-2.02	1.09
3.65	1.23
2.25	1.45
0.73	0.03
-0.64	-0.25
0.59	1.95
1.06	3.09
7.3	3.31
10.46	2.07
-1.32	-1.13
-8.58	-2.52
-3.95	-3.49
-6.24	0.11
-2.22	3.2
3.5	3.73
4.86	0.29
-0.67	-3.1
-2.23	-3.29
-3.94	-1.25
-0.35	0.69
2.59	3.41
2.75	3.54
0.72	3.94
7.42	2.55
-0.07	0.96
23.32	3.74
7.92	4.08
1.83	3.05
9.33	2.09
-4.81	-2.92
-12.89	-5.6
-17.42	-3.98
-2.02	-1.71
0.61	-0.81
-1.63	-1.09
9.3	-0.77
-10.36	-1.77
-2.89	-0.57
0.1	-0.38
-1.87	0.67
1.81	1.18
4.84	0.47
-3.5	1.62
4.39	0.98
2.95	0.83
3.9	1.21
2.78	-0.04
-4.79	-2.11
-3.72	-2.97
-7.78	-2.34
-0.49	-2.28
-3.53	-1.04
2.48	-0.22
0.17	1.06
5.21	1.97
0.8	0.89
-4.6	1.35
5.45	3.12
7.13	3.38
13.8	1.28
-8.84	-2.21
-4.15	-2.88
0.77	-1.06
-5.4	-1.4
-8.41	-1.65
1.76	0.62
16.35	1.33
-5.74	-0.59
-9.35	-2.45
-1.54	-1.09
3.54	1.0
0.94	0.95
2.72	0.85
-0.36	0.94
-1.99	-0.64
-1.84	-1.17
-2.66	-0.49
5.04	0.74
1.38	0.6
-0.13	0.63
-1.33	-0.1
0.19	-0.13
0.82	-0.5
-0.01	0.25
-1.3	0.63
5.4	1.71
2.81	1.19
1.01	1.02
-1.48	1.02
-1.62	1.47
1.14	2.28
14.41	2.12
4.6	2.18
1.41	1.85
2.3	1.97
0.34	0.21
-3.67	-0.06
-5.04	-1.19
-1.46	-1.13
-0.82	-0.94
-1.21	-0.57
-0.26	-0.51
-2.49	-0.63
-1.07	-0.15
1.68	0.17
-0.61	0.38
0.51	0.19
-0.41	-0.15
-0.44	-0.35
1.73	0.3
0.5	0.05
-1.19	-0.12
-0.33	0.39
0.86	0.43
0.99	0.05
0.17	-0.15
0.35	0.01
0.29	0.06
0.36	0.1
0.58	0.05
-0.63	0.05
-0.12	-0.25
-0.6	0.02
0.38	-0.1
1.09	0.23
0.31	0.14
-0.26	-0.09
-0.72	0.06
-0.65	0.12
0.06	0.08
-0.71	0.01
0.49	0.25
-0.3	0.24
0.59	0.13
0.45	0.07
0.05	0.3
0.48	0.23
0.47	0.21
0.12	0.24
0.22	0.14
0.02	0.27
0.09	0.25
0.08	0.28
0.04	0.07
-0.64	0.35
-0.02	0.44
-0.02	0.1
0.38	0.13
0.21	0.14
0.37	0.13
0.14	0.0
0.39	0.42
0.21	0.08
0.28	-0.1
-0.03	0.46
0.45	0.13
0.42	0.15
-0.67	-0.13
0.22	0.05
0.55	0.26
-0.1	0.01
-0.2	0.11
-0.21	0.26
0.49	0.0
-0.94	-0.15
-0.04	0.33
0.21	0.12
0.37	0.13
0.54	0.12
0.04	0.33
-0.32	-0.06
0.52	0.22
-0.23	0.02
0.05	0.03
-0.25	-0.1
-0.26	0.04
0.65	0.21
0.46	0.16
0.21	0.17
-0.09	0.12
0.81	0.22
-0.16	0.06
-0.04	-0.02
-0.18	-0.26
-0.39	-0.22
0.04	-0.08
-0.62	0.03
0.43	0.0
0.24	-0.12
-0.46	-0.03
-0.09	-0.05
-0.09	-0.13
-0.47	0.04
0.4	-0.22
-0.54	0.08
0.28	-0.15
-0.23	0.03
0.84	0.11
-0.43	-0.23
-0.74	-0.22
0.39	0.08
0.15	0.05
0.21	0.09
-0.08	-0.06
-0.85	-0.06
-0.14	-0.12
0.34	-0.14
-0.4	0.15
-0.06	-0.17
-0.49	-0.33
0.04	0.12
0.07	-0.39
-0.2	0.12
0.16	-0.08
-0.02	-0.47
-0.26	-0.02
0.2	-0.07
-0.6	-0.1
-0.65	-0.23
-0.02	-0.19
-0.03	-0.01
0.16	-0.2
0.08	0.02
-0.03	-0.08
-0.52	-0.32
0.31	-0.02
-0.73	-0.38
-0.74	-0.3
-0.26	-0.36
-0.31	-0.21
-0.18	-0.35
0.35	-0.36
-0.63	0.02
-0.11	-0.29
-0.59	-0.22
-0.65	-0.32
-1.05	-0.27
0.4	-0.22
-0.73	-0.22
0.4	-0.1
-0.41	-0.37
-1.02	-0.42
0.54	-0.32
0.15	-0.02
-0.23	-0.34
-0.48	-0.39
-0.66	-0.34
-0.53	-0.43
-0.73	-0.46
-0.77	-0.32
0.18	-0.25
-0.61	-0.43
-0.37	-0.12
-0.26	-0.13
-0.78	-0.49
-0.33	-0.66
-0.34	-0.41
-1.31	-0.53
0.59	-0.22
0.19	-0.49
0.33	-0.15
-0.64	-0.49
-1.16	-0.79
-1.37	-0.34
-0.79	-0.22
-1.4	-0.49
-0.6	-0.51
-1.37	-0.61
-0.56	-0.43
0.12	-0.53
-0.17	-0.08
-0.55	0.09
-1.17	-0.84
-0.78	-0.66
-1.58	-0.22
-0.2	-0.33
-0.57	-0.48
-0.2	-0.21
-2.07	-0.66
0.02	-0.64
-1.18	-0.6
-0.67	-0.67
-0.09	-0.62
1.24	-0.42
-0.38	-0.12
-1.13	-0.32
-1.35	-0.01
0.82	-0.3
0.7	0.21
1.24	0.34
0.19	-0.23
-0.69	0.18
-1.85	-0.33
-0.36	-0.37
-1.66	-0.78
-1.07	-0.74
-1.79	-1.21
-1.22	-0.54
-0.3	-0.37
0.65	0.03
0.39	-0.19
0.75	-0.02
-0.95	-0.15
-0.94	-0.46
-0.4	-0.72
-0.93	-0.92
-0.18	-0.36
-0.43	-0.19
-1.02	-0.41
0.0	-0.41
1.02	-0.29
0.68	0.18
-0.04	0.07
-0.51	-0.05
1.01	0.28
0.34	0.3
1.42	0.35
-0.13	0.0
-0.82	-0.04
-0.73	-0.05
-3.02	-1.01
-0.56	-0.45
-2.31	-0.98
-0.31	0.22
-0.11	0.03
0.81	0.34
0.28	0.37
-0.7	-0.22
-1.79	-0.66
0.63	-1.01
-0.08	-0.84
0.57	0.22
0.09	0.02
-1.43	-0.61
-0.09	-0.61
-0.35	-0.36
1.3	0.05
0.85	-0.43
2.8	-0.12
-0.02	2.32
1.52	1.76
0.38	0.84
0.97	-0.35
-2.44	-1.08
-2.81	-1.28
0.08	-0.09
-0.47	-0.25
-1.23	-0.19
-0.11	-0.74
-0.12	0.42
1.41	0.63
2.14	2.03
3.74	2.07
-0.89	-0.77
-3.12	-1.22
-2.44	-1.21
2.27	0.53
-2.31	-0.1
-0.42	-0.66
0.56	-0.31
0.75	0.61
0.74	3.91
9.06	5.88
7.65	3.25
-0.7	0.7
-0.48	0.06
-2.09	-1.97
-3.1	-3.29
-6.94	-2.16
3.33	2.45
3.32	2.26
-3.93	-1.92
-0.53	-2.81
1.28	-1.71
-3.55	-0.51
-2.57	-0.5
1.01	0.84
3.51	-0.19
-2.65	-0.62
-0.2	-0.62
2.73	0.26
-0.15	0.29
-2.01	-0.1
1.41	0.63
3.25	1.49
-1.17	0.33
-0.86	1.01
4.52	2.39
-0.58	1.69
-1.84	0.74
1.19	2.35
2.79	3.02
12.09	5.22
21.4	4.64
8.76	2.84
1.02	-0.1
-3.06	-2.07
-15.37	-5.28
-15.62	-4.8
-5.82	-0.83
-3.05	2.82
15.42	5.09
30.01	3.52
-8.21	-2.3
-9.54	-2.08
8.76	1.32
-5.08	-2.56
-4.84	-0.6
-1.35	-0.22
-5.96	-0.8
5.18	-1.15
-7.56	-1.6
-1.88	-1.17
-3.07	-1.64
-2.26	-1.05
0.36	0.21
-5.41	0.73
1.25	1.79
7.56	3.13
2.25	4.53
21.96	3.11
16.6	2.94
-0.23	1.78
-12.26	0.19
-0.8	-1.16
-11.89	-4.19
-0.39	-2.61
-5.3	-1.89
-4.53	-0.19
-3.37	-0.14
-5.2	-0.86
0.62	0.14
0.61	-0.04
8.42	0.09
4.07	0.4
0.68	0.89
0.57	0.26
-3.98	0.26
4.77	0.14
2.7	0.12
-1.59	0.06
-3.49	-0.43
-2.53	-0.55
-0.39	-0.69
-1.65	-0.5
-1.73	-0.66
-1.42	-0.63
