source_url	parsed_url
https://www.politico.com/tipsheets/morning-money	https://www.instagram.com/politico/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/careers
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cartoon-carousel
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/magazine/2020/02/10/bernie-sanders-new-hampshire-2020-campaign-profile-112173
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-16x16.png
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/twitter/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2vh30S6&amp;text=Welcome to budget day!&amp;pubid=politico.com&amp;via=politico
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/settings
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/what-works
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/09/trump-border-wall-cash-billions-112860
https://www.politico.com/tipsheets/morning-money	https://www.cnn.com/2020/02/09/politics/coronavirus-us-economy-risks/index.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/staff/ben-white
https://www.politico.com/tipsheets/morning-money	https://policies.google.com/privacy
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/sec-seeks-to-curb-shareholder-resolutions-11581264001
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/manifest.json
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/huddle/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-152x152.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/florida
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tipsheets/morning-money?tab=most-read
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/technology
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/global-translations?cid=mkt_globalt_2019_q4_newsletter_playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/advertising
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/new-jersey
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/02/10/welcome-to-budget-day-785230
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-32x32.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/us-charges-chinese-spies-with-massive-equifax-hack-113129
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/candidates-views-on-the-issues/
https://www.politico.com/tipsheets/morning-money	https://www.bloomberg.com/news/articles/2020-02-09/powell-to-confront-new-risk-to-u-s-economy-from-china-virus?srnd=markets-vp
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-144x144.png
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/AubreeEWeaver
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/write-for-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-72x72.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/podcasts
https://www.politico.com/tipsheets/morning-money	https://www.politico.eu/
https://www.politico.com/tipsheets/morning-money	http://www.twitter.com/morningmoneyben
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/president/democratic-primary/candidates/fundraising-and-campaign-finance-tracker/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/states/california
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/politics
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/video
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/aae155b/2147483647/thumbnail/144x144/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-120x120.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/cannabis
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/trump-romney-burisma-113401
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/about
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/pro-canada
https://www.politico.com/tipsheets/morning-money	mailto:bwhite@politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/favicon-96x96.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-180x180.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/09/sanders-buttigieg-barbs-morning-shows-112685
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/faq
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/democratic-presidential-candidates/endorsements/
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_logout?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_logout&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/219a706/2147483647/thumbnail/57x57/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/results/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/subscriptions
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/klobuchar-surges-primary-eve-new-hampshire-113561
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-114x114.png
https://www.politico.com/tipsheets/morning-money	https://subscriber.politicopro.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/white-house
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/playbook
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020-elections
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/space
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/cf/05/ee684a274496b04fa20ba2978da1/politico.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-76x76.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/02/05/state-of-the-union-fact-check-785073
https://www.politico.com/tipsheets/morning-money	https://secure.politico.com/payment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/do-not-sell
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/feedback
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/safari-pinned-tab.svg
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/playbook-pm
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/blogs/politico-press
https://www.politico.com/tipsheets/morning-money	https://www.cnbc.com/2020/02/09/coronavirus-is-the-biggest-threat-to-rally-right-now-ed-yardeni-warns.html
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/fourth-estate
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/education
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/02/04/trump-looks-to-move-from-carnage-to-comeback-785028
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/trade
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/terms-of-service
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters
https://www.politico.com/tipsheets/morning-money	http://www.powerjobs.com/
https://www.politico.com/tipsheets/morning-money	https://www.facebook.com/politico/
https://www.politico.com/tipsheets/morning-money	http://edition.pagesuite-professional.co.uk/Launch.aspx?bypass=true&amp;PBID=74262970-aa07-44b3-80c8-21fa8a8ac376
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/energy-and-environment
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/09/chinese-diplomat-coronavirus-gop-senator-112820
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/andrew-yang-new-hampshire-stand-113229
https://www.politico.com/tipsheets/morning-money	http://api.addthis.com/oexchange/0.8/forward/facebook/offer?pco=tbx32nj-1.0&amp;url=https://politi.co/2vh30S6&amp;pubid=politico.com
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/sitemap
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/magazine/thedeciders
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/2020-election/democratic-presidential-candidates/polls/
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events/previous
https://www.politico.com/tipsheets/morning-money	https://static.politico.com/dims4/default/5f20ff0/2147483647/thumbnail/114x114/quality/90/?url=https%3A%2F%2Fstatic.politico.com%2Fcf%2F05%2Fee684a274496b04fa20ba2978da1%2Fpolitico.png
https://www.politico.com/tipsheets/morning-money	https://login.politico.com/_login?base=https%3A%2F%2Fwww.politico.com&amp;redirect=%2F_login&amp;logout=%2F_logout&amp;lRedirect=true&amp;sRedirect=%2Fsettings&amp;js=false
https://www.politico.com/tipsheets/morning-money	https://www.politicopro.com/blog/3-tactics-to-deal-with-information-overload?cid=promkt_20q1_corenews_pnpgtm_infooverload
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/matt-wuerker
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/about-us
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/02/06/more-good-econ-news-for-trump-785117
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/joe-biden-national-poll-113302
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/trump-budget-shuffle-quirky-odd-baffling-113518
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/privacy-policy
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/agenda/future-of-prosperity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/rich-lowry
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/apple-touch-icon-60x60.png
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/employment-immigration
https://www.politico.com/tipsheets/morning-money	mailto:?to=&amp;subject=Welcome to budget day! — Here comes New Hampshire — So Pete really won Iowa? &amp;body=https://www.politico.com/newsletters/morning-money/2020/02/10/welcome-to-budget-day-785230
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/with-easy-demeanor-powell-cultivates-allies-on-capitol-hill-11581260400
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/new-hampshire-primary-2020-election-113118
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/agriculture
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/10/trump-dream-scenario-dem-disarray-2020-112946
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/gallery
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/health-care
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/the-mormon-church-amassed-100-billion-it-was-the-best-kept-secret-in-the-investment-world-11581138011?mod=hp_lead_pos3
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/live-events
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/tag/cybersecurity
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/congress
https://www.politico.com/tipsheets/morning-money	https://static3.politico.com/resource/assets/css/style-core.min.118a5fb59d577ccfa58b9db55dc5e0bd.gz.css
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/finance
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/rss/morningmoney.xml
https://www.politico.com/tipsheets/morning-money	https://twitter.com/politico
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/news/2020/02/09/iowa-democrats-buttigieg-edges-sanders-for-delegates-112965
https://www.politico.com/tipsheets/morning-money	https://www.wsj.com/articles/dollars-surprise-surge-challenges-stock-market-rally-11581256801
https://www.politico.com/tipsheets/morning-money	https://www.politico.com/newsletters/morning-money/2020/02/07/trump-is-going-to-win-unless-785167
https://www.nytimes.com/guides/	https://www.nytimes.com/section/sports
https://www.nytimes.com/guides/	mailto:?subject=NYTimes.com%3A%20Guides&amp;body=From%20The%20New%20York%20Times%3A%0A%0AGuides%0A%0A%0A%0Ahttps%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides
https://www.nytimes.com/guides/	https://www.nytimes.com/subscription/crosswords
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/global-42db6c8821fec0e2b3837b2ea2ece8fe.css
https://www.nytimes.com/guides/	https://www.nytimes.com/section/arts/design
https://www.nytimes.com/guides/	https://www.nytimes.com/section/t-magazine
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-impostor.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/travel/sustainable-travel-guide.html
https://www.nytimes.com/guides/	https://account.nytimes.com/
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014792127-Copyright-notice
https://www.nytimes.com/guides/	https://www.nytimes.com/watching
https://www.nytimes.com/guides/	https://www.nytimes.com/section/technology
https://www.nytimes.com/guides/	https://www.nytimes.com/section/health
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-content
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-harrassment.html
https://www.nytimes.com/guides/	https://www.nytimes.com/hdleftnav
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2020/smarter-living/2019-gift-guide-hard-to-please.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/science
https://www.nytimes.com/guides/	https://www.nytimes.com/digitalleftnav
https://www.nytimes.com/guides/	https://www.nytimes.com/section/opinion
https://www.nytimes.com/guides/	https://twitter.com/intent/tweet?url=https%3A%2F%2Fnyti.ms%2F2gLAHhY&amp;text=Guides
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2016/well/move/well-runningforwomen-guide-interactive.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid2
https://www.nytimes.com/guides/	http://nytconferences.com/
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-Us
https://www.nytimes.com/guides/	https://parenting.nytimes.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/es/
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-doless.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#site-index
https://www.nytimes.com/guides/	https://www.nytimes.com/video/opinion
https://www.nytimes.com/guides/	https://www.facebook.com/dialog/feed?app_id=9869919170&amp;link=https%3A%2F%2Fwww.nytimes.com%2Fspotlight%2Fguides&amp;smid=fb-share&amp;name=Guides&amp;redirect_uri=https%3A%2F%2Fwww.facebook.com%2F
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/smarter-living/guide-sugar.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-fail.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/how-to-use-yoga-to-relax.html
https://www.nytimes.com/guides/	http://www.nytimes.com/marketing/tools-and-services
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-misfit.html
https://www.nytimes.com/guides/	https://www.nytimes.com/video
https://www.nytimes.com/guides/	https://www.nytimes.com/section/world
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/guides/how-to-make-the-world-a-better-place.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2016/smarter-living/2019-gift-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/section/realestate
https://www.nytimes.com/guides/	https://www.nytimes.com/section/opinion/columnists
https://www.nytimes.com/guides/	https://www.nytimes.com/section/automobiles
https://www.nytimes.com/guides/	https://www.nytimes.com/section/arts/dance
https://www.nytimes.com/guides/	https://store.nytimes.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/section/multimedia
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid3
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/how-to-find-a-hobby-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/opinion/sunday
https://www.nytimes.com/guides/	https://www.nytimes.com/section/nyregion
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-motherhood.html
https://www.nytimes.com/guides/	https://www.nytimes.com/spotlight/arts-listings
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/apple-touch-icon-319373aaf4524d94d38aa599c56b8655.png
https://www.nytimes.com/guides/	https://www.nytimes.com/section/arts
https://www.nytimes.com/guides/	https://www.nytimes.com/svc/collections/v1/publish/https://www.nytimes.com/spotlight/guides/rss.xml
https://www.nytimes.com/guides/	https://www.nytimes.com/section/learning
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mktg
https://www.nytimes.com/guides/	https://www.nytimes.com/section/magazine
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/guides/a-guide-to-sleep-apnea.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/smarter-living
https://www.nytimes.com/guides/	https://myaccount.nytimes.com/auth/login?response_type=cookie&amp;client_id=vi
https://www.nytimes.com/guides/	https://www.nytimes.com/section/politics
https://www.nytimes.com/guides/	https://cn.nytimes.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/section/jobs
https://www.nytimes.com/guides/	https://www.nytimes.com/newsletters
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-mid1
https://www.nytimes.com/guides/	https://www.nytimes.com/section/upshot
https://www.nytimes.com/guides/	https://www.nytimes.com/section/arts/television
https://www.nytimes.com/guides/	https://www.nytimes.com/section/movies
https://www.nytimes.com/guides/	https://www.nytimes.com/section/lens
https://www.nytimes.com/guides/	https://www.nytimes.com/corporateleftnav
https://www.nytimes.com/guides/	https://nytmediakit.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/section/climate
https://www.nytimes.com/guides/	https://www.nytco.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/section/corrections
https://www.nytimes.com/guides/	http://www.nytimes.com/services/mobile/index.html
https://www.nytimes.com/guides/	https://www.nytimes.com
https://www.nytimes.com/guides/	https://www.nytimes.com/times-journeys
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/opinion/online-privacy-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/food
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-ipad-144x144-319373aaf4524d94d38aa599c56b8655.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/travel/travel-like-a-local-guide.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014892108-Privacy-policy
https://www.nytimes.com/guides/	https://www.nytimes.com/section/education
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-iphone-114x144-61d373c43aa8365d3940c5f1135f4597.png
https://www.nytimes.com/guides/	https://www.nytimes.com/section/style
https://www.nytimes.com/guides/	https://www.nytimes.com/subscription/cooking.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/opinion/letters
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us
https://www.nytimes.com/guides/	https://www.nytimes.com/spotlight/guides
https://www.nytimes.com/guides/	https://cooking.nytimes.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#stream-panel
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-only.html
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893428-Terms-of-service
https://www.nytimes.com/guides/	https://www.nytimes.com/video/arts
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/fashion/how-to-dress-up.html
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/favicon-4bf96cb6a1093748bf5b3c429accb9b4.ico
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/well/guide-mindfulwork.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/opinion/contributors
https://www.nytimes.com/guides/	https://www.nytimes.com/section/business
https://www.nytimes.com/guides/	https://g1.nyt.com/fonts/css/web-fonts.5810def60210a2fa7d0848f37e3fa048bb6147b1.css
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/realestate/outdoor-spaces-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/find-yourself-guide.html
https://www.nytimes.com/guides/	https://www.nytco.com/careers/
https://www.nytimes.com/guides/	https://www.nytimes.com/subscription?campaignId=37WXW
https://www.nytimes.com/guides/	https://help.nytimes.com/hc/en-us/articles/115014893968-Terms-of-sale
https://www.nytimes.com/guides/	https://www.nytimes.com/section/books
https://www.nytimes.com/guides/	https://spiderbites.nytimes.com
https://www.nytimes.com/guides/	https://www.nytimes.com/section/todayspaper
https://www.nytimes.com/guides/	https://www.nytimes.com/crosswords
https://www.nytimes.com/guides/	https://thewirecutter.com
https://www.nytimes.com/guides/	http://www.tbrandstudio.com/
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-top
https://www.nytimes.com/guides/	https://www.nytimes.com/educationleftnav
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/school-success-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/section/opinion/editorials
https://www.nytimes.com/guides/	https://www.nytimes.com/section/us
https://www.nytimes.com/guides/	https://www.nytimes.com/section/obituaries
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2018/realestate/real-estate-decorating-guide.html
https://www.nytimes.com/guides/	http://eedition.nytimes.com/cgi-bin/signup.cgi?cc=37FYY
https://www.nytimes.com/guides/	https://www.nytimes.com/section/fashion/weddings
https://www.nytimes.com/guides/	https://www.nytimes.com/section/theater
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2017/t-magazine/wedding-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/news-event/2020-election
https://www.nytimes.com/guides/	https://www.nytimes.com/section/travel
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/holiday-survival-guide.html
https://www.nytimes.com/guides/	https://www.nytimes.com/spotlight/pop-culture
https://www.nytimes.com/guides/	https://www.nytimes.com/section/reader-center
https://www.nytimes.com/guides/	https://www.nytimes.com/vi-assets/static-assets/ios-default-homescreen-57x57-7cccbfb151c7db793e92ea58c30b9e72.png
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/womenswork-introvert.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/smarter-living/well-friendship-guide-copy.html
https://www.nytimes.com/guides/	https://www.nytimes.com/interactive/2019/business/retirement-program.html
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-subheader
https://www.nytimes.com/guides/	https://www.nytimes.com/section/arts/music
https://www.nytimes.com/guides/	https://www.nytimes.com/guides/#after-sponsor
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/news-networks-ridiculed-airing-trumps-post-impeachment-rant-its-entirety
https://www.mediamatters.org/	https://www.mediamatters.org/sean-hannity/hannity-radio-guest-if-you-want-hear-some-hate-go-black-pulpits-america-sunday-morning
https://www.mediamatters.org/	https://action.mediamatters.org/secure/donate
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/trump-using-global-entry-political-retaliation-some-media-outlets-arent-calling-out
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/fox-news-brain-room-effectively-concludes-media-matters-more-reliable-sean-hannity-or-john
https://www.mediamatters.org/	https://www.mediamatters.org/fox-friends/fox-friends-smears-lt-col-alexander-vindmans-military-record
https://www.mediamatters.org/	https://www.mediamatters.org/job-openings
https://www.mediamatters.org/	https://www.mediamatters.org/donald-trump/myth-donald-dove-shows-perils-gullible-press
https://www.mediamatters.org/	https://www.mediamatters.org/harris-faulkner/fox-anchor-cuts-away-trump-speech-tell-viewers-about-another-one-victories-trump
https://www.mediamatters.org/	https://www.mediamatters.org/#instagram
https://www.mediamatters.org/	https://www.mediamatters.org/brian-kilmeade/brian-kilmeade-nancy-pelosi-im-not-getting-gender-shes-emotionally-losing-it-every
https://www.mediamatters.org/	https://www.mediamatters.org/climate-deniers/big-polluters-have-long-used-media-advertise-their-climate-change-misinformation
https://www.mediamatters.org/	https://www.mediamatters.org/broadcast-networks/democratic-presidential-primary-heats-upcoming-debate-moderators-must-make
https://www.mediamatters.org/	https://use.typekit.net/jqh3ujo.css
https://www.mediamatters.org/	https://www.mediamatters.org/mike-huckabee/foxs-mike-huckabee-suggests-all-2020-democratic-presidential-candidates-tacitly
https://www.mediamatters.org/	https://www.mediamatters.org/chris-cillizza/chris-cillizza-impeachment-and-grotesque-monument-modern-media
https://www.mediamatters.org/	https://www.mediamatters.org/privacy
https://www.mediamatters.org/	https://www.mediamatters.org/fox-news/leaked-memo-shows-fox-knew-hannitys-show-pushed-ukraine-disinformation-did-nothing
https://www.mediamatters.org/	https://www.mediamatters.org/trump-impeachment-inquiry/fox-news-aired-only-little-over-half-trumps-impeachment-trial-live
https://www.mediamatters.org/	https://www.mediamatters.org/rush-limbaugh/headlines-about-rush-limbaughs-medal-freedom-downplay-his-overwhelming-history
https://www.mediamatters.org/	https://www.mediamatters.org/archives
